Voyage_ID,Date,Ship_Type,Route_Type,Maintenance_Status,Anomaly_Type,Speed_Over_Ground_knots,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Excess_Cost_USD,Lost_Revenue_USD
2454,2023-06-18,Fish Carrier,Long-haul,Fair,Speed Deviation,10.06,0.49,196759.29,713409.86,-57306.07,0.0
2458,2023-07-16,Fish Carrier,Transoceanic,Critical,Speed Deviation,24.37,1.4,58558.41,383197.23,-195506.96,132484.75
2461,2023-08-06,Tanker,Long-haul,Critical,Speed Deviation,10.98,0.98,318023.61,912208.71,63958.24,0.0
2462,2023-08-13,Tanker,Long-haul,Unknown,Low Efficiency,23.7,0.15,305087.19,615553.66,51021.82,0.0
2464,2023-08-27,Bulk Carrier,Short-haul,Fair,Low Efficiency,16.56,1.45,281966.8,212280.62,27901.43,303401.36
2465,2023-09-03,Bulk Carrier,Long-haul,Fair,Speed Deviation,24.87,0.28,74156.02,944547.45,-179909.35,0.0
2469,2023-10-01,Container Ship,Short-haul,Critical,Speed Deviation,24.19,0.7,407643.2,678229.63,153577.83,0.0
2471,2023-10-15,Fish Carrier,Short-haul,Fair,High Cost,17.65,1.37,475597.77,705330.48,221532.4,0.0
2472,2023-10-22,Fish Carrier,Transoceanic,Critical,"Low Efficiency, High Cost, Speed Deviation",24.19,0.19,489088.15,822316.44,235022.78,0.0
2473,2023-10-29,Bulk Carrier,Coastal,Fair,Speed Deviation,24.57,0.99,324852.01,953214.01,70786.64,0.0
2474,2023-11-05,Container Ship,Short-haul,Fair,High Cost,13.36,0.35,14746.89,859055.01,-239318.48,0.0
2476,2023-11-19,Container Ship,Long-haul,Critical,Speed Deviation,10.89,0.56,301228.21,558700.01,47162.84,0.0
2479,2023-12-10,Container Ship,Coastal,Good,Speed Deviation,24.9,0.26,246531.91,950980.82,-7533.46,0.0
2480,2023-12-17,Container Ship,Short-haul,Critical,Low Efficiency,18.11,1.46,276259.29,955201.86,22193.92,0.0
2484,2024-01-14,Bulk Carrier,Transoceanic,Fair,High Cost,21.01,0.49,496120.22,418789.87,242054.85,96892.12
2490,2024-02-25,Fish Carrier,Coastal,Critical,High Cost,16.25,0.32,39651.86,617699.86,-214413.5,0.0
2494,2024-03-24,Container Ship,Short-haul,Fair,Low Efficiency,19.57,0.19,141912.19,532057.63,-112153.17,0.0
2506,2024-06-16,Fish Carrier,Coastal,Fair,Speed Deviation,24.97,0.69,195459.22,243510.57,-58606.15,272171.41
2510,2023-06-11,Fish Carrier,Short-haul,Fair,Speed Deviation,24.42,0.77,432672.04,664403.18,178606.67,0.0
2511,2023-06-18,Tanker,Short-haul,Fair,"Low Efficiency, High Cost",23.88,0.17,25946.98,189200.69,-228118.39,326481.3
2514,2023-07-09,Tanker,Transoceanic,Critical,"Low Efficiency, High Cost",20.43,1.42,476258.07,505000.4,222192.7,10681.58
2516,2023-07-23,Fish Carrier,Coastal,Good,High Cost,21.3,1.06,18059.41,305292.54,-236005.95,210389.44
2518,2023-08-06,Bulk Carrier,Unknown,Fair,Speed Deviation,24.97,1.12,356550.49,336668.37,102485.12,179013.61
2520,2023-08-20,Tanker,Coastal,Fair,Speed Deviation,10.83,1.13,107221.47,660072.82,-146843.9,0.0
2523,2023-09-10,Bulk Carrier,Coastal,Critical,"Low Efficiency, High Cost",12.18,1.42,469121.87,708437.38,215056.5,0.0
2534,2023-11-26,Fish Carrier,Coastal,Critical,Speed Deviation,11.0,1.3,422037.84,498931.76,167972.47,16750.22
2535,2023-12-03,Container Ship,Transoceanic,Good,Speed Deviation,24.92,0.53,342920.78,862881.48,88855.41,0.0
2536,2023-12-10,Fish Carrier,Coastal,Fair,"Low Efficiency, Speed Deviation",10.79,0.12,357156.46,223132.63,103091.09,292549.35
2538,2023-12-24,Fish Carrier,Long-haul,Critical,Low Efficiency,11.86,0.11,293070.46,549636.06,39005.1,0.0
2548,2024-03-03,Tanker,Long-haul,Fair,Low Efficiency,20.3,0.19,368724.6,452160.89,114659.23,63521.09
2555,2024-04-21,Tanker,Long-haul,Critical,Speed Deviation,10.53,0.48,241979.35,870158.66,-12086.02,0.0
2560,2024-05-26,Container Ship,Transoceanic,Good,"Low Efficiency, Speed Deviation",24.77,1.47,319066.94,384917.83,65001.58,130764.16
2562,2024-06-09,Tanker,Long-haul,Fair,Speed Deviation,11.09,0.65,68205.57,363539.74,-185859.79,152142.25
2563,2024-06-16,Container Ship,Long-haul,Critical,"Low Efficiency, High Cost, Speed Deviation",10.39,1.49,35362.11,562472.18,-218703.26,0.0
2572,2023-07-16,Unknown,Short-haul,Critical,Low Efficiency,12.04,1.43,308074.61,648018.09,54009.24,0.0
2573,2023-07-23,Tanker,Coastal,Critical,Low Efficiency,18.11,0.12,343552.42,363766.58,89487.05,151915.4
2574,2023-07-30,Bulk Carrier,Long-haul,Fair,Speed Deviation,24.49,1.38,273120.72,546034.42,19055.36,0.0
2575,2023-08-06,Tanker,Coastal,Critical,Speed Deviation,11.03,0.67,339484.09,929417.27,85418.73,0.0
2576,2023-08-13,Bulk Carrier,Long-haul,Fair,High Cost,21.64,0.21,15129.91,334299.19,-238935.46,181382.79
2582,2023-09-24,Tanker,Long-haul,Fair,Low Efficiency,13.25,1.44,282557.45,950493.06,28492.08,0.0
2584,2023-10-08,Fish Carrier,Long-haul,Critical,Speed Deviation,10.78,1.18,270343.87,79557.1,16278.5,436124.89
2587,2023-10-29,Bulk Carrier,Short-haul,Critical,Speed Deviation,10.72,0.27,279933.36,134939.92,25867.99,380742.06
2591,2023-11-26,Container Ship,Coastal,Critical,Speed Deviation,24.34,0.42,110616.36,866056.92,-143449.01,0.0
2593,2023-12-10,Container Ship,Unknown,Critical,"High Cost, Speed Deviation",10.99,1.4,473406.67,623350.35,219341.3,0.0
2597,2024-01-07,Bulk Carrier,Transoceanic,Good,High Cost,15.54,0.61,485012.1,584406.21,230946.73,0.0
2600,2024-01-28,Bulk Carrier,Transoceanic,Fair,Speed Deviation,10.48,0.82,454163.24,194358.79,200097.87,321323.19
2601,2024-02-04,Tanker,Coastal,Good,"Low Efficiency, Speed Deviation",10.87,0.12,368712.18,292696.32,114646.81,222985.66
2603,2024-02-18,Container Ship,Coastal,Critical,High Cost,16.14,0.99,35242.57,139908.47,-218822.8,375773.51
2608,2024-03-24,Container Ship,Long-haul,Critical,Low Efficiency,14.68,1.41,190490.7,763766.92,-63574.67,0.0
2610,2024-04-07,Bulk Carrier,Transoceanic,Critical,High Cost,13.19,1.12,12548.28,413466.33,-241517.08,102215.65
2611,2024-04-14,Tanker,Long-haul,Critical,High Cost,23.04,1.21,482001.78,115274.73,227936.41,400407.25
2621,2024-06-23,Tanker,Short-haul,Good,Speed Deviation,10.67,0.8,202270.84,941101.0,-51794.53,0.0
2626,2023-06-25,Tanker,Transoceanic,Critical,High Cost,12.38,0.56,16753.45,256812.57,-237311.92,258869.41
2632,2023-08-06,Fish Carrier,Transoceanic,Good,Low Efficiency,15.84,1.42,387935.53,544990.65,133870.16,0.0
2636,2023-09-03,Tanker,Coastal,Critical,"Low Efficiency, Speed Deviation",24.67,1.48,233910.82,142079.89,-20154.55,373602.1
2638,2023-09-17,Fish Carrier,Unknown,Good,Speed Deviation,24.66,1.32,154493.02,329000.34,-99572.34,186681.64
2639,2023-09-24,Tanker,Coastal,Good,High Cost,16.82,0.47,31988.59,93852.19,-222076.77,421829.79
2643,2023-10-22,Container Ship,Transoceanic,Good,Speed Deviation,24.16,1.31,401539.1,487663.96,147473.74,28018.02
2645,2023-11-05,Bulk Carrier,Coastal,Critical,Low Efficiency,22.94,0.16,63565.16,688660.1,-190500.2,0.0
2646,2023-11-12,Tanker,Short-haul,Good,High Cost,14.75,0.81,487488.08,857665.22,233422.71,0.0
2648,2023-11-26,Unknown,Transoceanic,Fair,High Cost,16.13,0.41,34471.44,913592.43,-219593.93,0.0
2650,2023-12-10,Fish Carrier,Long-haul,Fair,Low Efficiency,17.89,0.15,416557.66,574223.07,162492.3,0.0
2652,2023-12-24,Container Ship,Long-haul,Good,Low Efficiency,21.53,0.11,388595.17,634280.79,134529.8,0.0
2658,2024-02-04,Tanker,Coastal,Good,Low Efficiency,12.94,0.11,350670.24,266394.18,96604.87,249287.8
2660,2024-02-18,Bulk Carrier,Transoceanic,Good,Low Efficiency,16.23,0.18,44777.88,392587.12,-209287.49,123094.86
2662,2024-03-03,Fish Carrier,Transoceanic,Fair,Low Efficiency,22.69,1.45,368815.2,283375.39,114749.84,232306.59
2664,2024-03-17,Bulk Carrier,Long-haul,Fair,Speed Deviation,11.08,0.53,257106.71,287696.35,3041.35,227985.63
2665,2024-03-24,Container Ship,Transoceanic,Fair,Speed Deviation,10.43,1.25,206938.33,133876.47,-47127.03,381805.51
2669,2024-04-21,Tanker,Coastal,Critical,Speed Deviation,10.23,0.5,164263.62,110496.89,-89801.75,405185.09
2673,2024-05-19,Container Ship,Long-haul,Critical,Speed Deviation,24.16,0.27,198415.62,432017.35,-55649.75,83664.63
2676,2024-06-09,Tanker,Transoceanic,Fair,Speed Deviation,10.94,0.79,347864.63,271317.72,93799.26,244364.26
2684,2023-07-02,Bulk Carrier,Coastal,Good,Low Efficiency,21.51,1.42,257551.41,391417.22,3486.04,124264.76
2686,2023-07-16,Fish Carrier,Long-haul,Unknown,High Cost,20.29,0.8,17125.74,110314.8,-236939.63,405367.18
2691,2023-08-20,Container Ship,Long-haul,Good,High Cost,20.83,0.61,485078.05,199202.43,231012.69,316479.55
2693,2023-09-03,Container Ship,Coastal,Critical,"Low Efficiency, High Cost",21.98,0.12,33603.76,522838.01,-220461.6,0.0
2695,2023-09-17,Fish Carrier,Transoceanic,Fair,High Cost,17.78,0.7,497508.35,711034.95,243442.98,0.0
2699,2023-10-15,Bulk Carrier,Coastal,Critical,Low Efficiency,15.02,1.47,290652.41,267988.86,36587.04,247693.12
2704,2023-11-19,Bulk Carrier,Short-haul,Critical,Speed Deviation,10.39,0.63,300108.79,706256.32,46043.42,0.0
2710,2023-12-31,Bulk Carrier,Transoceanic,Good,"Low Efficiency, Speed Deviation",24.35,1.44,56168.29,679108.95,-197897.08,0.0
2711,2024-01-07,Unknown,Transoceanic,Fair,High Cost,23.7,0.95,481787.95,945894.94,227722.58,0.0
2719,2024-03-03,Tanker,Long-haul,Fair,Speed Deviation,24.92,0.73,417607.07,857920.66,163541.7,0.0
2721,2024-03-17,Bulk Carrier,Short-haul,Fair,"High Cost, Speed Deviation",24.19,1.38,28812.32,923262.18,-225253.05,0.0
2724,2024-04-07,Tanker,Transoceanic,Fair,Speed Deviation,24.63,0.94,154350.91,972001.81,-99714.46,0.0
2725,2024-04-14,Fish Carrier,Coastal,Good,High Cost,17.8,0.95,476657.34,263000.34,222591.97,252681.64
2727,2024-04-28,Fish Carrier,Coastal,Critical,Speed Deviation,11.03,0.82,308153.45,986482.41,54088.08,0.0
2728,2024-05-05,Fish Carrier,Transoceanic,Good,High Cost,17.24,0.89,10189.0,297707.74,-243876.36,217974.24
2730,2024-05-19,Container Ship,Long-haul,Good,Speed Deviation,24.26,0.71,266359.22,820652.04,12293.86,0.0
2733,2024-06-09,Bulk Carrier,Short-haul,Good,High Cost,13.85,0.65,21029.02,374365.37,-233036.35,141316.61
2735,2024-06-23,Tanker,Transoceanic,Good,High Cost,23.13,0.9,25241.55,799713.74,-228823.82,0.0
