Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
309,2023-11-12,Tanker,Heavy Fuel Oil (HFO),Fair,43.56973958650855,0.1606486014534691
310,2023-11-19,Tanker,Heavy Fuel Oil (HFO),Critical,20.34777916100184,0.6577426583685267
311,2023-11-26,Bulk Carrier,Heavy Fuel Oil (HFO),Good,62.56267199104213,1.4359959937505644
312,2023-12-03,Fish Carrier,Steam Turbine,Critical,38.00059281706331,0.5259965322127268
313,2023-12-10,Fish Carrier,Diesel,,34.72300885507515,1.0832694646700232
314,2023-12-17,Container Ship,Heavy Fuel Oil (HFO),Good,61.305594267232905,0.8388023784467833
315,2023-12-24,Container Ship,Heavy Fuel Oil (HFO),Fair,28.090005462334982,0.7595921833737886
316,2023-12-31,Tanker,Steam Turbine,Fair,16.092316063270985,0.8839026988980121
317,2024-01-07,Bulk Carrier,Diesel,Fair,53.02257874820622,0.1187577531772464
318,2024-01-14,Fish Carrier,Heavy Fuel Oil (HFO),Good,14.72994660842854,0.4488435773395918
319,2024-01-21,Fish Carrier,Steam Turbine,Good,33.20551625577265,0.6952961885441711
320,2024-01-28,Fish Carrier,Heavy Fuel Oil (HFO),Critical,46.233084358360045,0.4518828749631451
321,2024-02-04,Container Ship,Diesel,Critical,31.228020434107208,0.921100858507248
322,2024-02-11,Fish Carrier,Diesel,Fair,19.129759818047425,0.2454905606938744
323,2024-02-18,Tanker,,Good,25.994159301533376,0.6072830973790131
324,2024-02-25,Fish Carrier,Diesel,Fair,36.77466918805196,0.7893024092020168
325,2024-03-03,Container Ship,Steam Turbine,Good,49.673322512944594,1.2993078489824057
326,2024-03-10,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,17.79369816219579,1.384600607381996
327,2024-03-17,Fish Carrier,Steam Turbine,Critical,19.08856545800775,1.477578580344809
328,2024-03-24,Tanker,,Fair,30.584440555889906,1.3796797574524986
329,2024-03-31,Container Ship,Steam Turbine,Good,68.96117658403911,1.2179734846325556
330,2024-04-07,Bulk Carrier,Diesel,Fair,32.611034439742305,0.6469650624087252
331,2024-04-14,Fish Carrier,Steam Turbine,Critical,47.01678389332787,0.6578245187150513
332,2024-04-21,Container Ship,Diesel,,39.40446979278627,1.1686886691354843
333,2024-04-28,Container Ship,Diesel,Critical,58.45991794494852,0.1980438877180132
334,2024-05-05,Tanker,Diesel,Good,18.084718776824158,0.2332498198293296
335,2024-05-12,Bulk Carrier,Steam Turbine,,66.93585927437775,1.4428925529776069
336,2024-05-19,Container Ship,Steam Turbine,Good,65.66562444074088,1.0136674426235772
337,2024-05-26,Tanker,Heavy Fuel Oil (HFO),Good,27.07875125444587,0.8729991426539941
338,2024-06-02,Tanker,Diesel,Fair,49.70465870780639,0.4657435390308844
339,2024-06-09,Container Ship,Steam Turbine,Critical,52.573122842453046,0.956858129780074
340,2024-06-16,Fish Carrier,Steam Turbine,Fair,43.04751832850556,1.0431229273330576
341,2024-06-23,Fish Carrier,Heavy Fuel Oil (HFO),Fair,46.912031856904576,1.050179266486648
342,2024-06-30,Bulk Carrier,Diesel,Fair,19.854175299597728,0.7544695941582646
343,2023-06-04,Container Ship,Diesel,Good,31.92509559689685,1.403106249083426
344,2023-06-11,Container Ship,Heavy Fuel Oil (HFO),Good,40.030711690030806,1.1066953610369277
345,2023-06-18,Container Ship,Steam Turbine,Critical,42.16690285275452,1.0957425834157142
346,2023-06-25,Tanker,Steam Turbine,Good,17.021061411199753,1.2191815704008362
347,2023-07-02,Fish Carrier,Steam Turbine,Good,67.17513361335853,0.6761128996719685
348,2023-07-09,Fish Carrier,Diesel,Good,30.03822783173105,0.7077773379386377
349,2023-07-16,Fish Carrier,Heavy Fuel Oil (HFO),Good,27.58333808229312,0.7855035937258769
350,2023-07-23,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,64.04798898402416,0.9283106687450386
351,2023-07-30,Bulk Carrier,Heavy Fuel Oil (HFO),Good,24.138334402297687,0.3938158710031776
352,2023-08-06,Tanker,Diesel,Critical,21.38779241181172,0.1516414754917029
353,2023-08-13,Fish Carrier,Diesel,Good,32.30616599471752,0.5149864248566345
354,2023-08-20,Tanker,Heavy Fuel Oil (HFO),Critical,47.30822333860812,0.8115272449175394
355,2023-08-27,Bulk Carrier,Diesel,,49.15362830537967,0.8917030211671567
356,2023-09-03,Bulk Carrier,Diesel,Fair,56.50167780254554,0.3078467867878806
357,2023-09-10,Tanker,Diesel,Good,24.337237096814803,0.753334931568894
358,2023-09-17,Container Ship,Steam Turbine,Fair,12.347804347419656,0.7194517103480905
359,2023-09-24,Tanker,Diesel,Good,14.630978790441654,0.6630575105303075
360,2023-10-01,Container Ship,Heavy Fuel Oil (HFO),Fair,44.81255041475696,0.3792650962655336
361,2023-10-08,Tanker,Steam Turbine,Good,44.30928776282653,0.2322865395450078
362,2023-10-15,Tanker,Diesel,Good,70.81128236346677,0.2083659397586621
363,2023-10-22,Container Ship,,Fair,58.12002471054162,0.6350225593395127
364,2023-10-29,Fish Carrier,Heavy Fuel Oil (HFO),Good,45.18545287112902,1.0568502644469524
365,2023-11-05,Container Ship,Steam Turbine,Critical,66.05818767002032,1.4966689635309884
366,2023-11-12,Bulk Carrier,Steam Turbine,Fair,38.41335586354579,1.4443597768875585
367,2023-11-19,Bulk Carrier,Diesel,Critical,34.810775866590504,1.4560609502899764
368,2023-11-26,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,37.42660561990847,0.839288049534613
369,2023-12-03,Tanker,,Fair,47.96530242769502,1.365278484979932
370,2023-12-10,Bulk Carrier,Steam Turbine,Good,26.61294036912767,0.9914993598093584
371,2023-12-17,Container Ship,Steam Turbine,Good,23.866246326746527,0.4407854175806076
372,2023-12-24,Tanker,Heavy Fuel Oil (HFO),Good,15.330993366725416,0.5148454939821561
373,2023-12-31,Fish Carrier,Diesel,Good,59.51359961389629,0.4144960445362909
374,2024-01-07,Bulk Carrier,,Good,16.96124397776868,1.2928879196179486
375,2024-01-14,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,39.09577767417246,0.7494990440635698
376,2024-01-21,Container Ship,,Fair,57.29280253311928,1.086562824918353
377,2024-01-28,Tanker,Steam Turbine,Good,65.95772510343616,0.2884802566508062
378,2024-02-04,Bulk Carrier,Heavy Fuel Oil (HFO),Good,20.604807879498257,1.1421063249211911
379,2024-02-11,Bulk Carrier,Steam Turbine,Fair,66.19736403492381,1.4268638323239262
380,2024-02-18,Bulk Carrier,Diesel,Critical,56.35836416638223,1.2593345764968118
381,2024-02-25,Container Ship,Steam Turbine,Fair,18.854187556962632,1.125281398645329
382,2024-03-03,Bulk Carrier,Steam Turbine,Good,27.150287446328903,0.3249232607069601
383,2024-03-10,Container Ship,Heavy Fuel Oil (HFO),Fair,26.63265467312189,1.2648024707720893
384,2024-03-17,Fish Carrier,Diesel,Fair,20.23960433396898,0.5794525837817754
385,2024-03-24,Fish Carrier,Heavy Fuel Oil (HFO),Good,48.92529356366728,0.1653560184201803
386,2024-03-31,Bulk Carrier,Steam Turbine,Critical,43.31011811716867,1.3820843343572635
387,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Critical,29.874289349060927,1.2956946145833097
388,2024-04-14,Tanker,Steam Turbine,Good,61.80584130072846,0.5456553782270508
389,2024-04-21,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,44.22100390180146,1.0085768967718327
390,2024-04-28,Bulk Carrier,Heavy Fuel Oil (HFO),Good,31.54215520926808,0.3741835125585876
391,2024-05-05,Fish Carrier,Heavy Fuel Oil (HFO),Good,50.48494170200531,0.5017971888311188
392,2024-05-12,Fish Carrier,,Fair,55.198835638030495,0.687355576036921
393,2024-05-19,Container Ship,Steam Turbine,Good,54.360008912471095,1.221865107496329
394,2024-05-26,Bulk Carrier,Steam Turbine,Fair,14.664839315970918,0.947734726639732
395,2024-06-02,Bulk Carrier,Diesel,Good,14.481206214241327,0.6780884396000247
396,2024-06-09,Fish Carrier,Diesel,Good,43.93448445036038,0.6253238466027331
397,2024-06-16,Fish Carrier,Heavy Fuel Oil (HFO),Good,42.38292714108383,0.9741830281213478
398,2024-06-23,Tanker,Diesel,Fair,23.47165510905372,0.8323385376837839
399,2024-06-30,Bulk Carrier,Heavy Fuel Oil (HFO),Good,29.22883339608549,0.5953692960902088
400,2023-06-04,Container Ship,Diesel,Critical,56.8232668817597,0.7797349404236761
401,2023-06-11,Bulk Carrier,Diesel,Critical,51.54842129658336,1.3381390392046566
402,2023-06-18,Tanker,Diesel,Critical,15.367230662182427,0.5900381055327898
403,2023-06-25,Fish Carrier,Diesel,Fair,66.52546260432337,1.4345514136832165
404,2023-07-02,Fish Carrier,,,62.82930744697054,1.0918613977476963
405,2023-07-09,Container Ship,Heavy Fuel Oil (HFO),Critical,69.34883294644945,1.2323209546393263
406,2023-07-16,Fish Carrier,Steam Turbine,Critical,14.561563828657627,1.301599857066036
407,2023-07-23,Bulk Carrier,Diesel,Good,56.98167121102176,1.420088884594541
408,2023-07-30,Bulk Carrier,Diesel,Critical,32.84610825071094,0.1014658138016518
409,2023-08-06,Bulk Carrier,Steam Turbine,,55.12167490477924,1.4083116795616466
410,2023-08-13,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,40.87776365380572,0.5260261495658467
411,2023-08-20,Bulk Carrier,Steam Turbine,Good,66.37006773806415,1.0714774350817695
412,2023-08-27,Bulk Carrier,Steam Turbine,Critical,53.88730714768638,1.249264698163969
413,2023-09-03,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,22.191781682308644,1.4634720235120513
414,2023-09-10,,Diesel,Critical,40.137854415493976,1.1496365677565197
415,2023-09-17,Tanker,Heavy Fuel Oil (HFO),Good,61.139161899796015,0.3107115861737024
416,2023-09-24,Fish Carrier,Diesel,Good,63.61566550352104,1.286513400540491
417,2023-10-01,Fish Carrier,Steam Turbine,Good,64.55840573539255,0.821179785360513
418,2023-10-08,Bulk Carrier,Steam Turbine,Good,38.89206858757902,0.865657333647246
419,2023-10-15,,Diesel,Good,16.862185148819492,0.5387492973544271
420,2023-10-22,Tanker,Diesel,Good,28.19051635138516,1.1592608826656363
421,2023-10-29,Tanker,Heavy Fuel Oil (HFO),Good,22.619445948533595,0.2475462215899548
422,2023-11-05,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,51.593819696873744,0.4233618490081258
423,2023-11-12,Container Ship,Heavy Fuel Oil (HFO),Fair,67.22457031094376,1.2356056418238657
424,2023-11-19,Fish Carrier,Steam Turbine,Good,43.270395384290325,1.3927263872917237
425,2023-11-26,Container Ship,Heavy Fuel Oil (HFO),Fair,62.75794315991227,0.766733812420846
426,2023-12-03,Bulk Carrier,Diesel,Good,63.26656063733692,0.2841498605809095
427,2023-12-10,Bulk Carrier,Steam Turbine,Fair,33.16622969391875,1.4387420660621908
428,2023-12-17,Tanker,Heavy Fuel Oil (HFO),Fair,31.319967855787784,1.2051031416940474
429,2023-12-24,Bulk Carrier,Heavy Fuel Oil (HFO),Good,52.62706584427797,1.2800251389599588
430,2023-12-31,Container Ship,Steam Turbine,Critical,28.92807588654999,1.0260184586260988
431,2024-01-07,Fish Carrier,Steam Turbine,Fair,43.861204360562894,0.5915613792094659
432,2024-01-14,Container Ship,,Fair,15.007698069449866,1.3865127308038463
433,2024-01-21,Tanker,Heavy Fuel Oil (HFO),Good,41.2909478106765,1.456481279869752
434,2024-01-28,Container Ship,Heavy Fuel Oil (HFO),Good,22.740907121767485,1.3789868391473126
435,2024-02-04,Bulk Carrier,,,22.23606484966152,1.448271908641101
436,2024-02-11,Tanker,Heavy Fuel Oil (HFO),Critical,69.49082590952733,1.4465965844109931
437,2024-02-18,Fish Carrier,Heavy Fuel Oil (HFO),Fair,66.63447423527569,1.2587781318566726
438,2024-02-25,Fish Carrier,Steam Turbine,Critical,69.76848400193958,0.844610665197458
439,2024-03-03,Tanker,Steam Turbine,Good,39.93573929638812,0.1614214147176481
440,2024-03-10,Tanker,Heavy Fuel Oil (HFO),Good,57.85435735681874,0.5584739832199221
441,2024-03-17,Tanker,Steam Turbine,Critical,48.84055438271921,1.167216903511105
442,2024-03-24,Tanker,Diesel,Fair,67.80231412766466,0.4968337052982285
443,2024-03-31,Fish Carrier,Steam Turbine,Good,37.38576378383968,0.2346755576517448
444,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Good,33.987206550187494,0.8862000293432557
445,2024-04-14,Fish Carrier,Steam Turbine,Fair,35.2579442484042,0.8048771772900001
446,2024-04-21,Container Ship,Heavy Fuel Oil (HFO),Critical,24.25694432295885,0.357329705203532
447,2024-04-28,Fish Carrier,Diesel,Fair,20.718979846714596,1.46704673535926
448,2024-05-05,Tanker,Heavy Fuel Oil (HFO),Critical,22.003381559566648,1.2231158101475736
449,2024-05-12,Container Ship,Heavy Fuel Oil (HFO),Critical,41.658242630970776,0.7686084410887464
450,2024-05-19,Fish Carrier,Heavy Fuel Oil (HFO),Fair,29.5287434327205,1.2447822080706596
451,2024-05-26,Container Ship,Diesel,Fair,66.82434155402655,0.5931439985616941
452,2024-06-02,,Heavy Fuel Oil (HFO),Fair,45.35523553294591,1.3485823515842754
453,2024-06-09,Tanker,Diesel,Fair,22.93420292720546,0.6787326229609479
454,2024-06-16,Container Ship,Steam Turbine,Good,46.68956646924879,1.0411940560486468
455,2024-06-23,Fish Carrier,Diesel,Fair,59.25520089552771,0.8120727891339107
456,2024-06-30,Fish Carrier,Heavy Fuel Oil (HFO),Critical,63.83842913941173,0.7603559317857379
457,2023-06-04,Tanker,Diesel,Fair,67.07811057556323,1.1365148869304011
458,2023-06-11,Container Ship,Diesel,Fair,58.24939689086115,0.2365942892231691
459,2023-06-18,Fish Carrier,Steam Turbine,Good,57.68088135183597,0.496447070010751
460,2023-06-25,Tanker,Diesel,Fair,38.11281270154218,1.340387790236925
461,2023-07-02,,Steam Turbine,Critical,70.16863155090427,1.0171127734169856
462,2023-07-09,Bulk Carrier,Diesel,Critical,29.661625326723623,0.2788332652971537
463,2023-07-16,Container Ship,Steam Turbine,Critical,13.002306812263152,1.168717632343186
464,2023-07-23,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,20.075345540662248,0.6585112429389232
465,2023-07-30,Fish Carrier,Steam Turbine,Critical,14.54353384514012,1.2529867431377997
466,2023-08-06,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,49.41405099288261,0.8494707153293944
467,2023-08-13,Container Ship,Diesel,Good,23.51377131278417,0.4139019410019194
468,2023-08-20,Fish Carrier,Diesel,Critical,52.77532624196737,0.2542737457225997
469,2023-08-27,,Diesel,Critical,45.74629491278439,1.3353864483967084
470,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Good,44.3949537147338,0.5151748490343958
471,2023-09-10,Fish Carrier,Heavy Fuel Oil (HFO),Critical,58.3980597873741,0.5854189472340839
472,2023-09-17,,Diesel,Good,15.139223950297128,1.3477012909731405
473,2023-09-24,Tanker,Steam Turbine,Fair,35.15206420280036,0.9174369076491292
474,2023-10-01,Tanker,Steam Turbine,Critical,53.90250111473423,1.2623532459285896
475,2023-10-08,Tanker,Heavy Fuel Oil (HFO),Fair,54.58777318582758,0.5830750834954103
476,2023-10-15,Tanker,Heavy Fuel Oil (HFO),Fair,19.671549090728654,0.1623180413767844
477,2023-10-22,,Diesel,Critical,16.579269564152817,0.8534462486433011
478,2023-10-29,Tanker,Diesel,Fair,34.66604060796128,0.5604782847568957
479,2023-11-05,Tanker,Steam Turbine,Critical,45.62772626519504,0.7404105747414325
480,2023-11-12,Bulk Carrier,Diesel,Fair,17.930931784615293,0.4818820677412506
481,2023-11-19,Bulk Carrier,,Good,65.71870329073629,1.3619723682401612
482,2023-11-26,Container Ship,Diesel,Critical,26.918816158629035,0.1887622682553398
483,2023-12-03,Fish Carrier,,Fair,25.61279109221196,0.4972978332348952
484,2023-12-10,Fish Carrier,Diesel,Critical,21.913094896383356,1.4767517837513162
485,2023-12-17,Fish Carrier,Heavy Fuel Oil (HFO),Critical,59.97565725705835,0.5431091445647981
486,2023-12-24,Container Ship,Steam Turbine,Critical,15.835864946784026,1.0840885448408748
487,2023-12-31,Fish Carrier,Steam Turbine,Critical,22.220601382604052,0.84696646770848
488,2024-01-07,,Heavy Fuel Oil (HFO),Good,23.113985670932323,1.182896188476955
489,2024-01-14,Fish Carrier,Diesel,Fair,50.73870922000352,1.4884623358410485
490,2024-01-21,Bulk Carrier,Steam Turbine,Critical,61.471640839007854,0.9009796401707632
491,2024-01-28,Bulk Carrier,Diesel,,49.38768337185724,0.1175545177070251
492,2024-02-04,Container Ship,Diesel,Good,54.97187250189901,0.1959792501872236
493,2024-02-11,Container Ship,Diesel,Critical,23.202398615367752,1.1665066090376786
494,2024-02-18,Fish Carrier,Steam Turbine,,24.35478077517174,0.1773032365673963
495,2024-02-25,Bulk Carrier,Diesel,,71.82280766869007,0.1970593745487091
496,2024-03-03,Bulk Carrier,Steam Turbine,Fair,44.5441889554608,0.2108915201896956
497,2024-03-10,Container Ship,Steam Turbine,Fair,46.97549772574376,0.9569363052499358
498,2024-03-17,Bulk Carrier,Diesel,Fair,50.16502840614859,1.1012646297595996
499,2024-03-24,Fish Carrier,Diesel,Critical,27.921217696197637,1.4135652772631826
500,2024-03-31,Container Ship,Steam Turbine,Good,64.59199968755341,0.8686869312176752
501,2024-04-07,Bulk Carrier,Steam Turbine,Critical,12.626914837227645,0.6446902250427682
502,2024-04-14,Bulk Carrier,Heavy Fuel Oil (HFO),,56.680209411971845,0.6397101285588358
503,2024-04-21,,Diesel,Fair,55.40660207936531,0.3219947681670879
504,2024-04-28,Fish Carrier,Diesel,Fair,61.79029565163992,0.4988288751157589
505,2024-05-05,Tanker,Diesel,Good,13.881805135958675,0.2165656423543716
506,2024-05-12,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,28.303442752057027,0.1073302455399739
507,2024-05-19,Fish Carrier,Diesel,Critical,12.069355919524533,0.1932974275605967
508,2024-05-26,Fish Carrier,Steam Turbine,Good,63.627280552502725,0.977981506155844
509,2024-06-02,Container Ship,Diesel,Critical,35.245680712396776,0.607904014498184
510,2024-06-09,Fish Carrier,Steam Turbine,Good,25.17341156039444,0.977777690715782
511,2024-06-16,Container Ship,Heavy Fuel Oil (HFO),Fair,27.86560906463815,1.404323088558932
512,2024-06-23,,Heavy Fuel Oil (HFO),Good,21.498416688299045,0.9301762168178932
513,2024-06-30,Fish Carrier,Diesel,Critical,70.2893062490187,0.6978535438007979
514,2023-06-04,Bulk Carrier,Diesel,Critical,66.00207591292465,1.077676628130117
515,2023-06-11,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,44.85819721041931,1.4009681083346586
516,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,14.774442784188588,1.0661766659350853
517,2023-06-25,Tanker,Steam Turbine,Critical,49.71900948049528,0.3662152641772336
518,2023-07-02,Container Ship,Steam Turbine,Good,31.62167703136924,1.3729392823828492
519,2023-07-09,Bulk Carrier,Steam Turbine,Fair,13.92101124772853,0.2214330880927528
520,2023-07-16,Container Ship,Diesel,Critical,65.69227449690544,0.1752044105245671
521,2023-07-23,Bulk Carrier,Diesel,Critical,58.59444569537249,1.020741881522684
522,2023-07-30,Tanker,Steam Turbine,Fair,16.57440460182967,1.385231123196394
523,2023-08-06,Bulk Carrier,Diesel,Good,54.61686950515289,0.5493582009045398
524,2023-08-13,Fish Carrier,,Critical,19.94565829837194,1.2335184228529132
525,2023-08-20,Bulk Carrier,Steam Turbine,Good,17.090060153896637,0.3920810994837717
526,2023-08-27,Bulk Carrier,Heavy Fuel Oil (HFO),Good,63.29705121704223,0.6166169771216845
527,2023-09-03,Container Ship,Steam Turbine,Critical,59.88782232176343,0.6373628045821083
528,2023-09-10,Container Ship,Steam Turbine,Critical,71.38436902869196,1.3341368538565748
529,2023-09-17,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,24.688598411599727,0.5138060428715954
530,2023-09-24,Container Ship,Heavy Fuel Oil (HFO),Good,24.173071103892347,0.4411425007376389
531,2023-10-01,Tanker,,Good,37.63453509131011,0.771333902991227
532,2023-10-08,Fish Carrier,Steam Turbine,Good,33.01662216985516,0.1683075456939987
533,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Fair,19.3926306970952,0.5673096171572981
534,2023-10-22,Container Ship,Heavy Fuel Oil (HFO),Good,66.6158946723825,0.8337178163110404
535,2023-10-29,Container Ship,,Good,69.63532767390976,0.6097056918805209
536,2023-11-05,Fish Carrier,Steam Turbine,Critical,22.10181657888128,0.6808698456693747
537,2023-11-12,Container Ship,,Good,56.89295177672739,0.882056226438853
538,2023-11-19,Fish Carrier,Heavy Fuel Oil (HFO),Fair,58.74553974202309,1.2611606157368451
539,2023-11-26,Bulk Carrier,Steam Turbine,Critical,64.81357877461011,0.5485311287460299
540,2023-12-03,Container Ship,Steam Turbine,Fair,55.85219099553381,0.4782157626929374
541,2023-12-10,Tanker,Heavy Fuel Oil (HFO),Good,16.243391727579144,0.1810535966407969
542,2023-12-17,Fish Carrier,Steam Turbine,Good,44.53500336923041,0.105487235985098
543,2023-12-24,Container Ship,Steam Turbine,Good,21.672459179429207,0.7331467627803487
544,2023-12-31,Container Ship,Diesel,Good,61.93572814181585,1.2094999060215796
545,2024-01-07,Tanker,Steam Turbine,Critical,18.7083985853901,1.4869218930278354
546,2024-01-14,Bulk Carrier,Steam Turbine,Fair,34.320033042917174,1.1993056392919612
